id,region,address,developer,lat,lon,class_desc,plan_ready100perc_date,flats,square,object_problem,wall_material,transport_dist_index,infrastructure_index,parking_count,energy_eff,floors,ceiling_height,price_avg,guest_parking_count
4709,78,"г Санкт-Петербург, шоссе Петергофское, д. 90, корпус 3",47 ТРЕСТ,59.8486,30.1023,Типовой,2018-10-16,111.0,5493.2,0,Другое,1.0,7,0.0,Не нормируется,,,,
21913,78,г Санкт-Петербург,АЗИМУТ,59.939,30.3158,Другое,2019-08-28,589.0,21023.0,0,Другое,7.0,9,0.0,Не нормируется,,,,
3840,78,"г Санкт-Петербург, шоссе Московское, д. 13, литера ЕЗ",АКВИЛОН СПБ,59.8246,30.3381,Типовой,2018-12-24,782.0,29534.05,0,Монолит-кирпич,3.0,7,159.0,C,19.0,,,
13326,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.691,30.4123,Комфорт,2020-12-17,6.0,848.7,0,Монолит-кирпич,1.0,6,0.0,B,2.0,"2,74",82950.0,103.0
28386,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6883,30.4054,Комфорт,2021-11-25,29.0,2049.56,0,Монолит-кирпич,1.0,4,0.0,B,6.0,"2,7 - 3,2",84727.0,147.0
13327,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6909,30.4134,Комфорт,2020-12-17,7.0,900.89,0,Монолит-кирпич,1.0,6,0.0,B,2.0,"2,74",80587.0,103.0
28387,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6886,30.4064,Комфорт,2021-11-25,50.0,3401.95,0,Монолит-кирпич,1.0,5,0.0,B,6.0,"2,7 - 3,2",87149.0,147.0
13329,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6906,30.4136,Комфорт,2020-12-17,8.0,901.23,0,Монолит-кирпич,1.0,6,0.0,B,2.0,"2,74",81388.0,103.0
6379,78,"г Санкт-Петербург, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6906,30.4089,Комфорт,2020-11-02,103.0,6647.79,0,Монолит-кирпич,,5,0.0,B,5.0,"2,7",72699.0,83.0
13324,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6907,30.4116,Комфорт,2020-12-17,6.0,686.35,0,Монолит-кирпич,,6,0.0,B,2.0,"2,74",80367.0,103.0
28385,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6876,30.4072,Комфорт,2021-11-25,60.0,3310.29,0,Монолит-кирпич,1.0,5,0.0,B,6.0,"2,7 - 3,2",87206.0,147.0
13328,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6911,30.4132,Комфорт,2020-12-17,7.0,900.89,0,Монолит-кирпич,1.0,6,0.0,B,2.0,"2,74",79643.0,103.0
13320,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6914,30.4129,Комфорт,2020-12-17,8.0,1020.96,0,Монолит-кирпич,,6,0.0,B,2.0,"2,74",77231.0,103.0
13325,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.691,30.4108,Комфорт,2020-12-17,6.0,685.0,0,Монолит-кирпич,,5,0.0,B,2.0,"2,74",80875.0,103.0
28384,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6873,30.4056,Комфорт,2021-11-25,55.0,3372.54,0,Монолит-кирпич,1.0,4,0.0,B,6.0,"2,7 - 3,2",85694.0,147.0
28388,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6878,30.4047,Комфорт,2021-11-25,35.0,2402.07,0,Монолит-кирпич,1.0,4,0.0,B,6.0,"2,7 - 3,2",86127.0,147.0
13323,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6912,30.412,Комфорт,2020-12-17,6.0,685.0,0,Монолит-кирпич,,6,0.0,B,2.0,"2,74",79276.0,103.0
13322,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6906,30.411,Комфорт,2020-12-17,6.0,686.35,0,Монолит-кирпич,,6,0.0,B,2.0,"2,74",80134.0,103.0
13321,78,"г Пушкин, район Гуммолосары",АЛЕКСАНДРОВСКИЙ КВАРТАЛ,59.6911,30.4114,Комфорт,2020-12-17,6.0,685.0,0,Монолит-кирпич,,5,0.0,B,2.0,"2,74",78978.0,103.0
21889,78,г Санкт-Петербург,АЛЬБАТРОС,60.0326,30.2321,Комфорт,2021-08-17,1566.0,60173.12,0,Монолит-кирпич,7.0,9,111.0,C,20.0,"2,61 - 2,76",90448.0,535.0
21880,78,"г Санкт-Петербург, Пригородный",АЛЬБАТРОС,60.073,30.2366,Комфорт,2019-12-11,720.0,24942.64,0,Монолит-кирпич,2.0,5,40.0,C,19.0,"2,61 - 2,76",81734.0,27.0
29674,78,"г Санкт-Петербург, район Выборгский, улица Политехническая, д. 6, литера А",АЛЬЯНС-ДЕВЕЛОПМЕНТ,59.9936,30.3565,Комфорт,2019-12-11,0.0,0.0,0,Монолит-кирпич,8.0,9,1.0,B,12.0,,89321.0,
42691,78,"п Шушары, корпус 4",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,144.0,5514.69,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,50.0
42692,78,"п Шушары, корпус 5",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,135.0,5542.48,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,10.0
42693,78,"п Шушары, корпус 6",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,144.0,5867.84,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,10.0
42689,78,"п Шушары, корпус 2",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,144.0,5833.15,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,27.0
42694,78,"п Шушары, корпус 7",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,144.0,5462.0,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,6.0
42695,78,"п Шушары, корпус 8",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,144.0,5473.65,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,7.0
42690,78,"п Шушары, корпус 3",АРЕАЛ,59.7583,30.4728,Типовой,2021-09-06,144.0,5680.91,0,Монолит-кирпич,1.0,4,0.0,B,10.0,"2,8",,31.0
27603,78,"г Санкт-Петербург, пр-кт Новочеркасский, д. 35, строение А, блок-секция 2",АРЕНА,59.9408,30.409,Комфорт,2019-12-23,123.0,9501.91,0,Монолит-кирпич,8.0,8,95.0,B,13.0,,,
27604,78,"г Санкт-Петербург, пр-кт Новочеркасский, д. 35, строение А, блок-секция 1",АРЕНА,59.9405,30.408,Бизнес,2019-12-23,46.0,4455.25,0,Монолит-кирпич,8.0,8,99.0,B,14.0,,,
26996,78,"г Санкт-Петербург, район Приморский, ул Глухарская, корпус 3",АРСЕНАЛ-1,60.0298,30.2052,Комфорт,2021-11-30,664.0,35393.03,0,Другое,7.0,7,373.0,B,13.0,"2,7 - 3,6",171267.0,0.0
6806,78,"г Санкт-Петербург, ул Глухарская, корпус 1",АРСЕНАЛ-1,60.0319,30.2086,Комфорт,2020-11-27,660.0,35083.67,0,Другое,4.0,7,140.0,B,13.0,"2,7 - 3,6",123888.0,0.0
26995,78,"г Санкт-Петербург, район Приморский, ул Глухарская, корпус 2",АРСЕНАЛ-1,60.0309,30.2077,Комфорт,2021-11-30,642.0,34082.56,0,Другое,7.0,7,317.0,B,13.0,"2,7 - 3,6",160258.0,0.0
33779,78,"г Санкт-Петербург, улица Глухарская, корпус 1",АРСЕНАЛ-КАМЕНКА,60.0335,30.2035,Комфорт,2022-12-31,183.0,11180.67,0,Другое,5.0,6,0.0,B,13.0,"2,7 - 3,3",181381.0,0.0
33783,78,"г Санкт-Петербург, улица Глухарская",АРСЕНАЛ-КАМЕНКА,60.0333,30.2018,Комфорт,2022-12-31,0.0,0.0,0,Другое,5.0,6,488.0,B,1.0,,100554.0,0.0
33781,78,"г Санкт-Петербург, улица Глухарская, корпус 3",АРСЕНАЛ-КАМЕНКА,60.0334,30.2011,Комфорт,2023-06-30,590.0,35461.59,0,Другое,5.0,6,0.0,B,13.0,"2,7 - 3,3",228947.0,0.0
33782,78,"г Санкт-Петербург, улица Глухарская",АРСЕНАЛ-КАМЕНКА,60.0335,30.2046,Комфорт,2023-06-30,0.0,0.0,0,Другое,5.0,6,161.0,B,1.0,,,0.0
33780,78,"г Санкт-Петербург, улица Глухарская, корпус 2",АРСЕНАЛ-КАМЕНКА,60.0334,30.2026,Комфорт,2022-12-31,612.0,37016.34,0,Другое,5.0,6,0.0,B,13.0,"2,7 - 3,3",183851.0,0.0
27790,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 69.Гараж.Кадастровый номер ЗУ 78:14:0772303:3780",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,0.0,0.0,0,Монолит-кирпич,2.0,2,402.0,B,5.0,,24533.0,0.0
28216,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 64.Гараж.Кадастровый номер ЗУ 78:14:0772303:3891",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-06-30,0.0,0.0,0,Монолит-кирпич,2.0,2,283.0,B,5.0,,29398.0,0.0
27782,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 60.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3887",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2024-03-31,133.0,4570.0,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",102543.0,56.0
27203,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Жилой корпус №1.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,79.0,2508.44,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",157374.0,60.0
27209,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Жилой корпус №5.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,149.0,5482.42,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",123172.0,0.0
28209,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 70.Автостоянка (гараж).Кадастровый номер ЗУ 78:14:0772303:3781",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2023-06-30,0.0,0.0,0,Монолит-кирпич,2.0,2,255.0,B,5.0,,27345.0,0.0
22181,78,"г Санкт-Петербург, шоссе Пулковское, дом 103, литера Р, участок 57, корпус 2 со встроенно-пристроенным гаражом",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.8406,30.3175,Комфорт,2020-08-07,598.0,24480.24,0,Другое,4.0,9,202.0,B,6.0,,90551.0,
28044,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 73.Гараж.Кадастровый номер ЗУ 78:14:0772303:3784",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2023-09-30,0.0,0.0,0,Монолит-кирпич,2.0,2,222.0,B,5.0,,22908.0,0.0
28045,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Жилой корпус 3.Кадастровый номер ЗУ 78:14:0772303:3785",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3187,Типовой,2024-03-31,201.0,6643.56,0,Монолит-кирпич,1.0,2,0.0,B,6.0,"2,77 - 3,2",165600.0,0.0
28215,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 64.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3891",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-06-30,360.0,12607.05,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",120481.0,0.0
27786,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 69.Жилой корпус 3.Кадастровый номер ЗУ 78:14:0772303:3780",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,167.0,5812.24,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",171407.0,0.0
27788,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 69.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3780",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,218.0,7253.75,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",156621.0,0.0
26439,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 56.Подземный гараж.Кадастровый номер ЗУ 78:14:0772303:3883",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Комфорт,2021-08-26,0.0,0.0,0,Монолит-кирпич,2.0,2,291.0,C,1.0,,34433.0,0.0
22180,78,"г Санкт-Петербург, шоссе Пулковское, дом 103, литера Р, участок 57, корпус 3 со встроенно-пристроенным гаражом",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.8406,30.3175,Комфорт,2020-08-07,707.0,26271.04,0,Другое,4.0,9,188.0,B,6.0,,103472.0,
26436,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 56.Корпус 1.Жилой дом.Кадастровый номер ЗУ 78:14:0772303:3883",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Комфорт,2021-08-26,272.0,9388.76,0,Монолит-кирпич,2.0,2,0.0,C,6.0,"2,77 - 2,8",114557.0,179.0
28210,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 70.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3781",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2023-06-30,249.0,8279.59,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77",152799.0,44.0
28214,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 64.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3891",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-06-30,259.0,10157.97,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",128099.0,38.0
28047,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3785",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2024-03-31,213.0,7397.45,0,Монолит-кирпич,1.0,2,0.0,B,6.0,"2,77 - 3,2",,0.0
27784,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 60.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3887",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2024-03-31,296.0,9624.0,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",169152.0,0.0
27207,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Встроенно-пристроенная подземная автостоянка.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,0.0,0.0,0,Монолит-кирпич,2.0,2,69.0,B,1.0,,27218.0,0.0
27787,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 69.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3780",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,341.0,11649.08,0,Монолит-кирпич,1.0,2,0.0,B,6.0,"2,77 - 3,2",158307.0,71.0
28049,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Встроенный подземный гараж.Кадастровый номер ЗУ 78:14:0772303:3785",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2024-03-31,0.0,0.0,0,Монолит-кирпич,2.0,2,352.0,B,1.0,,32785.0,0.0
28046,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Жилой корпус 4.Кадастровый номер ЗУ 78:14:0772303:3785",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2024-03-31,167.0,6101.57,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",161632.0,0.0
28208,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 70.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3781",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2023-06-30,282.0,9545.66,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77",160105.0,0.0
27783,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 60.Встроенный подземный гараж.Кадастровый номер ЗУ 78:14:0772303:3887",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2024-03-31,0.0,0.0,0,Монолит-кирпич,2.0,2,131.0,B,1.0,,34013.0,0.0
26438,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 56.Корпус 3.Жилой дом.Кадастровый номер ЗУ 78:14:0772303:3883",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Комфорт,2021-08-26,758.0,26610.6,0,Монолит-кирпич,2.0,2,0.0,C,6.0,"2,77 - 2,8",114044.0,0.0
27597,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 62.Встроенно-пристроенная многоэтажная автостоянка.Кадастровый номер ЗУ 78:14:0772303:3889",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2021-12-30,0.0,0.0,0,Монолит-кирпич,2.0,2,127.0,B,5.0,,26845.0,0.0
28212,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 68.Автостоянка (гараж).Кадастровый номер ЗУ 78:14:0772303:3779",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,0.0,0.0,0,Монолит-кирпич,1.0,2,437.0,B,5.0,,24049.0,0.0
28048,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3785",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3187,Типовой,2024-03-31,317.0,11174.13,0,Монолит-кирпич,1.0,2,0.0,B,6.0,"2,77 - 3,2",160920.0,74.0
26437,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 56.Корпус 2.Жилой дом.Кадастровый номер ЗУ 78:14:0772303:3883",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Комфорт,2021-08-26,642.0,23540.64,0,Монолит-кирпич,2.0,2,0.0,C,6.0,"2,77 - 2,8",89488.0,0.0
22179,78,"г Санкт-Петербург, шоссе Пулковское, дом 103, литера Р, участок 57, корпус 1",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.8406,30.3175,Комфорт,2020-08-07,308.0,10155.95,0,Другое,4.0,9,0.0,B,6.0,,102716.0,
27206,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Жилой корпус №4.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,240.0,7804.61,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",114908.0,0.0
27205,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Жилой корпус №3.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,145.0,5301.63,0,Монолит-кирпич,1.0,2,0.0,B,6.0,"2,77 - 3,2",122982.0,0.0
27789,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 69.Жилой корпус 4.Кадастровый номер ЗУ 78:14:0772303:3780",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,197.0,6662.04,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",161270.0,0.0
27208,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Встроенно-пристроенная многоэтажная автостоянка.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,0.0,0.0,0,Монолит-кирпич,1.0,2,218.0,B,5.0,,25345.0,0.0
28213,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 68.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3779",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,302.0,11860.6,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,8",155779.0,0.0
28211,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 68.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3779",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-12-31,334.0,12589.09,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,8",144449.0,44.0
28043,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 73.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3784",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2023-09-30,274.0,8818.53,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77",148027.0,43.0
28042,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 73.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3784",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2023-09-30,265.0,9143.58,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77",155848.0,0.0
27596,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 62.Жилой корпус.Кадастровый номер ЗУ 78:14:0772303:3889",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2021-12-30,350.0,11905.78,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",111897.0,38.0
27204,78,"г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 63.Жилой корпус №2.Кадастровый номер ЗУ 78:14:0772303:3890",АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,59.7507,30.3121,Типовой,2022-01-10,240.0,7804.61,0,Монолит-кирпич,2.0,2,0.0,B,6.0,"2,77 - 3,2",128899.0,0.0
27529,78,"г Санкт-Петербург, Проспект Петровский, д. 26, литера В",АЛЬЯНС СИТИ СТРОЙ,59.9609,30.2557,Элитный,2022-06-30,446.0,30915.83,0,Монолит-кирпич,9.0,6,283.0,B,10.0,3,206275.0,0.0
23184,78,"г Санкт-Петербург, ул Савушкина, д. 104, литера А",АТЛАНТ,59.9839,30.2499,Другое,2017-12-01,0.0,0.0,0,Монолит-кирпич,5.0,7,1.0,B,9.0,,,
12038,78,"г Санкт-Петербург, ул Крыленко, д. 1, литера А, корпус 7",БАЗИС,59.8916,30.4516,Типовой,2017-12-29,368.0,14558.2,0,Другое,7.0,9,0.0,B,17.0,,,
12039,78,"г Санкт-Петербург, ул Крыленко, д. 1, литера А, корпус 8",БАЗИС,59.8918,30.454,Типовой,2017-12-29,368.0,14598.8,0,Другое,7.0,9,0.0,B,17.0,,,
12036,78,"г Санкт-Петербург, ул Крыленко, д. 1, литера А, корпус 5",БАЗИС,59.8915,30.4505,Типовой,2017-12-29,455.0,15392.5,0,Другое,7.0,9,0.0,B,17.0,,,
12037,78,"г Санкт-Петербург, ул Крыленко, д. 1, литера А, корпус 6",БАЗИС,59.8916,30.4528,Типовой,2017-12-29,437.0,15573.4,0,Другое,7.0,9,0.0,B,17.0,,,
28185,78,"г Санкт-Петербург, район Красносельский, шоссе Петергофское",БАЛТИЙСКАЯ ЖЕМЧУЖИНА,59.8603,30.1521,Бизнес,2022-03-18,664.0,38088.48,0,Монолит-кирпич,2.0,8,423.0,B,10.0,"2,8",140906.0,1.0
14339,78,"г Санкт-Петербург, район Красносельский, проспект Патриотов",БАЛТИЙСКАЯ ЖЕМЧУЖИНА,59.8583,30.1449,Комфорт,2020-12-03,526.0,28652.9,0,Монолит-кирпич,2.0,8,331.0,B,24.0,,102362.0,
14340,78,"г Санкт-Петербург, район Красносельский, проспект Патриотов",БАЛТИЙСКАЯ ЖЕМЧУЖИНА,59.8598,30.1449,Комфорт,2020-12-03,526.0,28652.9,0,Монолит-кирпич,2.0,8,353.0,B,24.0,,110773.0,
2504,78,"город Санкт-Петербург, район Красносельский, Шоссе Петергофское",БАЛТИЙСКАЯ ЖЕМЧУЖИНА,59.8567,30.1519,Комфорт,2019-06-25,936.0,61183.7,0,Монолит-кирпич,2.0,8,720.0,B,13.0,,,
